Name,ID,Has Item,Mod,Class,Display Name
GalaxySpace:barnardaCdandelion3,3192,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockDandelion3,Barnarda C Dandelion
GalaxySpace:barnardaCsapling,3193,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockSapling,Barnarda C Sapling
GalaxySpace:barnardaClog,3194,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockLog,Barnarda C Wood
GalaxySpace:barnardaCplanks,3195,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockPlanks,Barnarda C Wood Planks
GalaxySpace:barnardaCleaves,3196,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockLeaves,Barnarda C Leaves
GalaxySpace:barnardaCcrystal,3197,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockCrystal,Rainbow Crystal
GalaxySpace:barnardaCreed,3198,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockReed,Barnarda C Dandelion
GalaxySpace:barnardaEgrunt,3199,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Barnarda E Surface Block
GalaxySpace:barnardaEsubgrunt,3200,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Barnarda E Subsurface Block
GalaxySpace:barnardaEoreiron,3201,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Iron Ore
GalaxySpace:barnardaEoregold,3202,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Gold Ore
GalaxySpace:barnardaFgrunt,3203,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Barnarda F Surface Block
GalaxySpace:barnardaFsubgrunt,3204,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Barnarda F Subsurface Block
GalaxySpace:unknowwater,3205,true,GalaxySpace,galaxyspace.BarnardsSystem.planets.barnardaC.block.BarnardaCBlockUnknowWater,Unknown Liquid
GalaxySpace:vegabgrunt,3206,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Vega B Surface Block
GalaxySpace:vegabsubgrunt,3207,true,GalaxySpace,galaxyspace.core.block.BlockTerraformable,Vega B Subsurface Block
GalaxySpace:tcetieblocks,3208,true,GalaxySpace,galaxyspace.core.block.BlockTerraformableMeta,T Ceti E Surface Block
GalaxySpace:tcetiedandelions,3209,true,GalaxySpace,galaxyspace.TCetiSystem.planets.tcetiE.block.TCetiEBlockDandelions,T Ceti E Seaweed
GraviSuite:BlockRelocatorPortal,3210,true,GraviSuite,gravisuite.BlockRelocatorPortal,RelocatorPortal.name
tectech:gt.blockcasingsTT,3211,true,tectech,tectech.thing.casing.BlockGTCasingsTT,High Power Casing
tectech:Eye of Harmony Renderer,3212,true,tectech,tectech.thing.block.BlockEOHRender,Eye of Harmony Renderer
tectech:ForgeOfGodsRenderBlock,3213,true,tectech,tectech.thing.block.BlockForgeOfGods,Forge of the Gods Renderer
tectech:gt.blockcasingsBA0,3214,true,tectech,tectech.thing.casing.BlockGTCasingsBA0,Redstone Alloy Primary Tesla Windings
tectech:gt.spacetime_compression_field_generator,3215,true,tectech,tectech.thing.casing.SpacetimeCompressionFieldCasing,Crude Spacetime Compression Field Generator
tectech:gt.time_acceleration_field_generator,3216,true,tectech,tectech.thing.casing.TimeAccelerationFieldCasing,Crude Time Dilation Field Generator
tectech:gt.stabilisation_field_generator,3217,true,tectech,tectech.thing.casing.StabilisationFieldCasing,Crude Stabilisation Field Generator
tectech:gt.godforgecasing,3218,true,tectech,tectech.thing.casing.BlockGodforgeCasings,Singularity Reinforced Stellar Shielding Casing
tectech:tile.spatiallyTranscendentGravitationalLens,3219,true,tectech,tectech.thing.block.BlockGodforgeGlass,Spatially Transcendent Gravitational Lens Block
tectech:tile.quantumGlass,3220,true,tectech,tectech.thing.block.BlockQuantumGlass,Quantum Glass
tectech:tile.reactorSim,3221,true,tectech,tectech.thing.block.BlockReactorSim,Reactor Simulator
RandomThings:playerinterface,3222,true,RandomThings,lumien.randomthings.Blocks.BlockPlayerInterface,Player Interface
RandomThings:creativePlayerInterface,3223,true,RandomThings,lumien.randomthings.Blocks.BlockCreativePlayerInterface,Creative Player Interface
RandomThings:fluidDisplay,3224,true,RandomThings,lumien.randomthings.Blocks.BlockFluidDisplay,Fluid Display
RandomThings:advancedFluidDisplay,3225,true,RandomThings,lumien.randomthings.Blocks.BlockAdvancedFluidDisplay,Advanced Fluid Display
RandomThings:fertilizedDirt,3226,true,RandomThings,lumien.randomthings.Blocks.BlockFertilizedDirt,Fertilized Dirt
RandomThings:fertilizedDirt_tilled,3227,true,RandomThings,lumien.randomthings.Blocks.BlockFertilizedDirt,Fertilized Dirt
RandomThings:itemCollector,3228,true,RandomThings,lumien.randomthings.Blocks.BlockItemCollector,Item Collector
RandomThings:advancedItemCollector,3229,true,RandomThings,lumien.randomthings.Blocks.BlockAdvancedItemCollector,Advanced Item Collector
RandomThings:onlineDetector,3230,true,RandomThings,lumien.randomthings.Blocks.BlockOnlineDetector,Online Detector
RandomThings:moonSensor,3231,true,RandomThings,lumien.randomthings.Blocks.BlockMoonSensor,Moon Phase Sensor
RandomThings:bloodMoonSensor,3232,true,RandomThings,lumien.randomthings.Blocks.BlockBloodmoonSensor,Bloodmoon Sensor
RandomThings:notificationInterface,3233,true,RandomThings,lumien.randomthings.Blocks.BlockNotificationInterface,Notification Interface
RandomThings:lapisLamp,3234,true,RandomThings,lumien.randomthings.Blocks.BlockLapisLamp,Lapis Lamp
RandomThings:wirelessLever,3235,true,RandomThings,lumien.randomthings.Blocks.BlockWirelessLever,Wireless Lever
RandomThings:dyeingMachine,3236,true,RandomThings,lumien.randomthings.Blocks.BlockDyeingMachine,Dyeing Machine
RandomThings:spectreGlass,3237,true,RandomThings,lumien.randomthings.Blocks.Spectre.BlockSpectreGlass,Spectre Glass
RandomThings:energyDistributor,3238,true,RandomThings,lumien.randomthings.Blocks.EnergyDistributors.BlockEnergyDistributor,Energy Distributor
RandomThings:enderEnergyDistributor,3239,true,RandomThings,lumien.randomthings.Blocks.EnergyDistributors.BlockEnderEnergyDistributor,Ender Energy Distributor
RandomThings:spectreBlock,3240,true,RandomThings,lumien.randomthings.Blocks.Spectre.BlockSpectreBlock,Black Spectre Block
RandomThings:imbuingStation,3241,true,RandomThings,lumien.randomthings.Blocks.BlockImbuingStation,Imbuing Station
bartworks:BW_GlasBlocks,3242,true,bartworks,bartworks.common.blocks.BWBlocksGlass,Borosilicate Glass Block
bartworks:BW_GlasBlocks2,3243,true,bartworks,bartworks.common.blocks.BWBlocksGlass2,Transcendentally Reinforced Borosilicate Glass Block
GoodGenerator:MAR_Casing,3244,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Field Restriction Casing
GoodGenerator:radiationProtectionSteelFrame,3245,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockFrame,Radiation Proof Steel Frame Box
GoodGenerator:fieldRestrictingGlass,3246,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockFrame,Field Restriction Glass
GoodGenerator:FRF_Casings,3247,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Naquadah Fuel Refinery Casing
GoodGenerator:FRF_Coil_1,3248,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Field Restriction Coil
GoodGenerator:FRF_Coil_2,3249,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Advanced Field Restriction Coil
GoodGenerator:FRF_Coil_3,3250,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Ultimate Field Restriction Coil
GoodGenerator:FRF_Coil_4,3251,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Temporal Field Restriction Coil
GoodGenerator:rawCylinder,3252,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Raw Cylinder
GoodGenerator:titaniumPlatedCylinder,3253,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Titanium Plated Cylinder
GoodGenerator:speedingPipe,3254,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockComplexTextureCasing,Speeding Pipe Casing
GoodGenerator:yottaFluidTankCells,3255,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Fluid Cell Block T1
GoodGenerator:yottaFluidTankCasing,3256,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockComplexTextureCasing,YOTTank Casing
GoodGenerator:supercriticalFluidTurbineCasing,3257,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockTurbineCasing,SC Turbine Casing
GoodGenerator:componentAssemblylineCasing,3258,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Component Assembly Line Casing (LV)
GoodGenerator:pressureResistantWalls,3259,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Pressure Resistant Wall
GoodGenerator:impreciseUnitCasing,3260,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Imprecise Electronic Unit Casing
GoodGenerator:preciseUnitCasing,3261,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Precise Electronic Unit Casing MK-I
GoodGenerator:compactFusionCoil,3262,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Ameliorated Superconduct Coil
GoodGenerator:antimatterContainmentCasing,3263,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockFrame,Antimatter Containment Casing
GoodGenerator:magneticFluxCasing,3264,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Magnetic Flux Casing
GoodGenerator:protomatterActivationCoil,3265,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Protomatter Activation Coil
GoodGenerator:antimatterAnnihilationMatrix,3266,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Antimatter Annihilation Matrix
GoodGenerator:gravityStabilizationCasing,3267,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Gravity Stabilization Casing
GoodGenerator:antimatterRenderBlock,3268,true,GoodGenerator,goodgenerator.blocks.regularBlock.AntimatterRenderBlock,Antimatter Render
GoodGenerator:magicCasing,3269,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Magic Casing
GoodGenerator:essentiaCell,3270,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Novice Essentia Diffusion Cell
GoodGenerator:essentiaOutputHatch,3271,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockTEContainer,Essentia Output Hatch
GoodGenerator:essentiaFilterCasing,3272,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockCasing,Essentia Filter Casing
GoodGenerator:essentiaOutputHatch_ME,3273,true,GoodGenerator,goodgenerator.blocks.regularBlock.BlockTEContainer,Essentia Output Hatch (ME)
GoodGenerator:lightlyCrackedNaquadahGas,3274,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Lightly Cracked Naquadah Gas
GoodGenerator:moderatelyCrackedNaquadahGas,3275,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Moderately Cracked Naquadah Gas
GoodGenerator:heavilyCrackedNaquadahGas,3276,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Severely Cracked Naquadah Gas
GoodGenerator:lightlyCrackedLightNaquadahFuel,3277,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Lightly Cracked Light Naquadah Fuel
GoodGenerator:moderatelyCrackedLightNaquadahFuel,3278,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Moderately Cracked Light Naquadah Fuel
GoodGenerator:heavilyCrackedLightNaquadahFuel,3279,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Severely Cracked Light Naquadah Fuel
GoodGenerator:lightlyCrackedHeavyNaquadahFuel,3280,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Lightly Cracked Heavy Naquadah Fuel
GoodGenerator:moderatelyCrackedHeavyNaquadahFuel,3281,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Moderately Cracked Heavy Naquadah Fuel
GoodGenerator:heavilyCrackedHeavyNaquadahFuel,3282,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Severely Cracked Heavy Naquadah Fuel
GoodGenerator:lightlyCrackedNaquadahAsphalt,3283,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Lightly Cracked Naquadah Asphalt
GoodGenerator:moderatelyCrackedNaquadahAsphalt,3284,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Moderately Cracked Naquadah Asphalt
GoodGenerator:heavilyCrackedNaquadahAsphalt,3285,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Severely Cracked Naquadah Asphalt
GoodGenerator:combustionPromotor,3286,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,Combustion Promoter
GoodGenerator:coalTar,3287,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,"Unnamed Block, report to mod author."
GoodGenerator:supercriticalSteam,3288,true,GoodGenerator,goodgenerator.blocks.myFluids.BaseFluid,"Unnamed Block, report to mod author."
gtnhlanth:casing.shielded_accelerator,3289,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Shielded Accelerator Casing
gtnhlanth:casing.electrode,3290,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Electrode Casing
gtnhlanth:casing.coolant_delivery,3291,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Coolant Delivery Casing
gtnhlanth:tile.casing.shielded_accelerator_glass,3292,true,gtnhlanth,gtnhlanth.common.block.BlockShieldedAccGlass,Shielded Accelerator Glass
gtnhlanth:casing.antenna_t1,3293,true,gtnhlanth,gtnhlanth.common.block.BlockAntennaCasing,Antenna Casing (T1)
gtnhlanth:casing.antenna_t2,3294,true,gtnhlanth,gtnhlanth.common.block.BlockAntennaCasing,Antenna Casing (T2)
gtnhlanth:casing.niobium_cavity,3295,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Niobium Cavity Machine Casing
gtnhlanth:casing.focus_manipulator,3296,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Focus Manipulator
gtnhlanth:casing.focus_holder,3297,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Focus Holder
gtnhlanth:casing.target_receptacle,3298,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Target Receptacle
gtnhlanth:casing.target_holder,3299,true,gtnhlanth,gtnhlanth.common.block.BlockCasing,Target Holder
OpenBlocks:ladder,3300,true,OpenBlocks,openblocks.common.block.BlockLadder,Jaded Ladder
OpenBlocks:guide,3301,true,OpenBlocks,openblocks.common.block.BlockGuide,Building Guide
OpenBlocks:builder_guide,3302,true,OpenBlocks,openblocks.common.block.BlockBuilderGuide,Enhanced Building Guide
OpenBlocks:elevator,3303,true,OpenBlocks,openblocks.common.block.BlockElevator,Elevator
OpenBlocks:elevator_rotating,3304,true,OpenBlocks,openblocks.common.block.BlockElevatorRotating,Rotating Elevator
OpenBlocks:target,3305,true,OpenBlocks,openblocks.common.block.BlockTarget,Target
OpenBlocks:grave,3306,true,OpenBlocks,openblocks.common.block.BlockGrave,Grave
OpenBlocks:flag,3307,true,OpenBlocks,openblocks.common.block.BlockFlag,Flag
OpenBlocks:trophy,3308,true,OpenBlocks,openblocks.common.block.BlockTrophy,Trophy
OpenBlocks:beartrap,3309,true,OpenBlocks,openblocks.common.block.BlockBearTrap,Bear Trap
OpenBlocks:sprinkler,3310,true,OpenBlocks,openblocks.common.block.BlockSprinkler,Sprinkler
OpenBlocks:cannon,3311,true,OpenBlocks,openblocks.common.block.BlockCannon,Item Cannon
OpenBlocks:vacuumhopper,3312,true,OpenBlocks,openblocks.common.block.BlockVacuumHopper,Vacuum Hopper
OpenBlocks:sponge,3313,true,OpenBlocks,openblocks.common.block.BlockSponge,Sponge
OpenBlocks:bigbutton,3314,true,OpenBlocks,openblocks.common.block.BlockBigButton,Big Button
OpenBlocks:imaginary,3315,true,OpenBlocks,openblocks.common.block.BlockImaginary,Magic Pencil
OpenBlocks:fan,3316,true,OpenBlocks,openblocks.common.block.BlockFan,Fan
OpenBlocks:xpbottler,3317,true,OpenBlocks,openblocks.common.block.BlockXPBottler,XP Bottler
OpenBlocks:village_highlighter,3318,true,OpenBlocks,openblocks.common.block.BlockVillageHighlighter,Village Highlighter
OpenBlocks:path,3319,true,OpenBlocks,openblocks.common.block.BlockPath,Path
OpenBlocks:autoanvil,3320,true,OpenBlocks,openblocks.common.block.BlockAutoAnvil,Auto Anvil
OpenBlocks:autoenchantmenttable,3321,true,OpenBlocks,openblocks.common.block.BlockAutoEnchantmentTable,Auto Enchantment Table
OpenBlocks:xpdrain,3322,true,OpenBlocks,openblocks.common.block.BlockXPDrain,XP Drain
OpenBlocks:blockbreaker,3323,true,OpenBlocks,openblocks.common.block.BlockBlockBreaker,Block Breaker
OpenBlocks:blockPlacer,3324,true,OpenBlocks,openblocks.common.block.BlockBlockPlacer,Block Placer
OpenBlocks:itemDropper,3325,true,OpenBlocks,openblocks.common.block.BlockItemDropper,Item Dropper
OpenBlocks:ropeladder,3326,true,OpenBlocks,openblocks.common.block.BlockRopeLadder,Rope Ladder
OpenBlocks:donationStation,3327,true,OpenBlocks,openblocks.common.block.BlockDonationStation,Donation Station
OpenBlocks:paintmixer,3328,true,OpenBlocks,openblocks.common.block.BlockPaintMixer,Paint Mixer
OpenBlocks:canvas,3329,true,OpenBlocks,openblocks.common.block.BlockCanvas,Canvas
OpenBlocks:paintcan,3330,true,OpenBlocks,openblocks.common.block.BlockPaintCan,Paint Can
OpenBlocks:canvasglass,3331,true,OpenBlocks,openblocks.common.block.BlockCanvasGlass,Glass Canvas
OpenBlocks:projector,3332,true,OpenBlocks,openblocks.common.block.BlockProjector,Height Map Projector
OpenBlocks:drawingtable,3333,true,OpenBlocks,openblocks.common.block.BlockDrawingTable,Drawing Table
OpenBlocks:sky,3334,true,OpenBlocks,openblocks.common.block.BlockSky,Sky Block
OpenBlocks:xpshower,3335,true,OpenBlocks,openblocks.common.block.BlockXPShower,XP Shower
OpenBlocks:goldenegg,3336,true,OpenBlocks,openblocks.common.block.BlockGoldenEgg,Golden Egg
OpenBlocks:scaffolding,3337,true,OpenBlocks,openblocks.common.block.BlockScaffolding,Scaffolding
StevesCarts:BlockCargoManager,3338,true,StevesCarts,vswe.stevescarts.Blocks.BlockCargoManager,Cargo Manager
StevesCarts:BlockJunction,3339,true,StevesCarts,vswe.stevescarts.Blocks.BlockRailJunction,Junction Rail
StevesCarts:BlockAdvDetector,3340,true,StevesCarts,vswe.stevescarts.Blocks.BlockRailAdvDetector,Advanced Detector Rail
StevesCarts:BlockCartAssembler,3341,true,StevesCarts,vswe.stevescarts.Blocks.BlockCartAssembler,Cart Assembler
StevesCarts:BlockActivator,3342,true,StevesCarts,vswe.stevescarts.Blocks.BlockActivator,Module Toggler
StevesCarts:BlockDistributor,3343,true,StevesCarts,vswe.stevescarts.Blocks.BlockDistributor,External Distributor
StevesCarts:BlockDetector,3344,true,StevesCarts,vswe.stevescarts.Blocks.BlockDetector,Detector Manager
StevesCarts:upgrade,3345,true,StevesCarts,vswe.stevescarts.Blocks.BlockUpgrade,Upgrade: Batteries
StevesCarts:BlockLiquidManager,3346,true,StevesCarts,vswe.stevescarts.Blocks.BlockLiquidManager,Liquid Manager
StevesCarts:BlockMetalStorage,3347,true,StevesCarts,vswe.stevescarts.Blocks.BlockMetalStorage,Reinforced Metal Block
miscutils:blockBlockSelenium,3348,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Selenium
miscutils:blockFrameGtSelenium,3349,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Selenium Frame Box
miscutils:blockBlockIodine,3350,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Iodine
miscutils:blockFrameGtIodine,3351,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Iodine Frame Box
miscutils:blockBlockRhenium,3352,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Rhenium
miscutils:blockFrameGtRhenium,3353,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Rhenium Frame Box
miscutils:blockBlockThallium,3354,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Thallium
miscutils:blockFrameGtThallium,3355,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Thallium Frame Box
miscutils:blockBlockGermanium,3356,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Germanium
miscutils:blockFrameGtGermanium,3357,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Germanium Frame Box
miscutils:blockBlockPolonium,3358,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Polonium
miscutils:blockBlockRadium,3359,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Radium
miscutils:blockBlockProtactinium,3360,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Protactinium
miscutils:blockBlockCurium,3361,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Curium
miscutils:blockBlockNeptunium,3362,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Neptunium
miscutils:blockBlockFermium,3363,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Fermium
miscutils:blockBlockLithium7,3364,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Lithium 7
miscutils:blockBlockUranium232,3365,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Uranium 232
miscutils:blockBlockUranium233,3366,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Uranium 233
miscutils:blockBlockPlutonium238,3367,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Plutonium-238
miscutils:blockBlockAdvancedNitinol,3368,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Advanced Nitinol
miscutils:blockBlockAstralTitanium,3369,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Astral Titanium
miscutils:blockFrameGtAstralTitanium,3370,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Astral Titanium Frame Box
miscutils:blockBlockCelestialTungsten,3371,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Celestial Tungsten
miscutils:blockFrameGtCelestialTungsten,3372,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Celestial Tungsten Frame Box
miscutils:blockBlockHypogen,3373,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Hypogen
miscutils:blockFrameGtHypogen,3374,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Hypogen Frame Box
miscutils:blockBlockChromaticGlass,3375,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Chromatic Glass
miscutils:blockFrameGtChromaticGlass,3376,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Chromatic Glass Frame Box
miscutils:blockBlockBlackMetal,3377,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Black Metal
miscutils:blockFrameGtBlackMetal,3378,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Black Metal Frame Box
miscutils:blockBlockWhiteMetal,3379,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of White Metal
miscutils:blockFrameGtWhiteMetal,3380,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,White Metal Frame Box
miscutils:oreAncientGranite,3381,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,Ancient Granite Ore
miscutils:blockBlockAncientGranite,3382,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Ancient Granite
miscutils:oreRunite,3383,true,miscutils,gtPlusPlus.core.block.base.BlockBaseOre,Runite Ore
miscutils:blockBlockRunite,3384,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Runite
miscutils:blockBlockDragonblood,3385,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Dragonblood
miscutils:blockFrameGtDragonblood,3386,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Dragonblood Frame Box
miscutils:blockBlockSiliconCarbide,3387,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Silicon Carbide
miscutils:blockFrameGtSiliconCarbide,3388,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Silicon Carbide Frame Box
miscutils:blockBlockZirconiumCarbide,3389,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Zirconium Carbide
miscutils:blockFrameGtZirconiumCarbide,3390,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Zirconium Carbide Frame Box
miscutils:blockBlockTantalumCarbide,3391,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Tantalum Carbide
miscutils:blockFrameGtTantalumCarbide,3392,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Tantalum Carbide Frame Box
miscutils:blockBlockNiobiumCarbide,3393,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Niobium Carbide
miscutils:blockFrameGtNiobiumCarbide,3394,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Niobium Carbide Frame Box
miscutils:blockBlockTungstenTitaniumCarbide,3395,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Tungsten Titanium Carbide
miscutils:blockFrameGtTungstenTitaniumCarbide,3396,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Tungsten Titanium Carbide Frame Box
miscutils:blockBlockEnergyCrystal,3397,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Energy Crystal
miscutils:blockFrameGtEnergyCrystal,3398,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Energy Crystal Frame Box
miscutils:blockBlockBloodSteel,3399,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Blood Steel
miscutils:blockFrameGtBloodSteel,3400,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Blood Steel Frame Box
miscutils:blockBlockZeron100,3401,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Zeron-100
miscutils:blockFrameGtZeron100,3402,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Zeron-100 Frame Box
miscutils:blockBlockTumbaga,3403,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Tumbaga
miscutils:blockFrameGtTumbaga,3404,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Tumbaga Frame Box
miscutils:blockBlockPotin,3405,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Potin
miscutils:blockFrameGtPotin,3406,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Potin Frame Box
miscutils:blockBlockStaballoy,3407,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Staballoy
miscutils:blockFrameGtStaballoy,3408,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Staballoy Frame Box
miscutils:blockBlockTantalloy60,3409,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Tantalloy-60
miscutils:blockFrameGtTantalloy60,3410,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Tantalloy-60 Frame Box
miscutils:blockBlockTantalloy61,3411,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Tantalloy-61
miscutils:blockFrameGtTantalloy61,3412,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Tantalloy-61 Frame Box
miscutils:blockBlockInconel625,3413,true,miscutils,gtPlusPlus.core.block.base.BlockBaseModular,Block of Inconel-625
